sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,JSFuck,165,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]])()[+[]]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]]()[+[]]+([][[]]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]](!![]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]])()[+!+[]]+([][[]]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]])()[+!+[]]
```",1896,0.2,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]
```",873,0.2,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]](""return unescape"")()(""%31%2C%31%2C%34%2C%39%2C%34%2C%32%2C%30%2C%34%2C%34%2C%38%2C%35"")
```",1047,0.2,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]])()+[])[+!+[]]+([]+{})[!+[]+!![]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]
```",1174,0.2,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,JSFuck,186,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]](''+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]])()```
",1739,0.2,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,JSFuck,178,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]]([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]]
```",682,0.2,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,JSFuck,169,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]])()
```",617,0.2,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,JSFuck,170,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]])()
```",1089,0.2,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,JSFuck,166,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]+([][[]]+[])[+!+[]+[+[]]]]()
```",863,0.2,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,JSFuck,159,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()([]+{})[!+[]+!+[]+!+[]+[!+[]+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+({}+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(+!+[]/+[])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]+!+[]]+(+[!+[]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+(+{}+[])[!+[]+!+[]+!+[]+[+[]]])()
```",1004,0.001,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,JSFuck,165,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]][([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]][([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]](([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]]()[([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]]()[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]])()
```",991,0.001,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]]()
```",273,0.001,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]])()
```",725,0.001,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+({}+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][(![]+[])[+[]]+({}+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+({}+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]))()
```",1291,0.001,0,0,0,0,0
